MSType,code,name,ISIN,ListingDate,market,IndustrialClass,CFIcode
上市認購(售)權證,059072,元油2X元大9C購13,TW20Z0590725,2020/03/16,上市,,RWBCCA
上市認購(售)權證,059073,元油2X元大9C購14,TW20Z0590733,2020/03/16,上市,,RWBCCA
上市認購(售)權證,059074,元油2X元大9C購15,TW20Z0590741,2020/03/16,上市,,RWBCCA
上市認購(售)權證,059075,FBVIX元大99購01,TW20Z0590758,2020/03/16,上市,,RWBCCA
上市認購(售)權證,059076,FBVIX元大99購04,TW20Z0590766,2020/03/16,上市,,RWBCCA
上市認購(售)權證,059077,FBVIX元大99購05,TW20Z0590774,2020/03/16,上市,,RWBCCA
上市認購(售)權證,059078,FBVIX元大99購06,TW20Z0590782,2020/03/16,上市,,RWBCCA
上市認購(售)權證,059079,SGBR2X元大99購01,TW20Z0590790,2020/03/16,上市,,RWBCCA
上市認購(售)權證,059080,亞泥元大99購01,TW20Z0590808,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059081,和大元大99購01,TW20Z0590816,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059082,華通元大99購06,TW20Z0590824,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059083,華通元大99購07,TW20Z0590832,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059084,鴻海元大99購24,TW20Z0590840,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059085,鴻海元大99購25,TW20Z0590857,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059086,國巨元大99購18,TW20Z0590865,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059087,台積電元大99購26,TW20Z0590873,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059088,台積電元大99購27,TW20Z0590881,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059089,聯發科元大99購19,TW20Z0590899,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059090,台新金元大99購01,TW20Z0590907,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059091,中信金元大99購01,TW20Z0590915,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059092,聯陽元大99購01,TW20Z0590923,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059093,旭富元大99購01,TW20Z0590931,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059094,臻鼎元大99購03,TW20Z0590949,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059095,訊芯元大99購01,TW20Z0590956,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059096,百和元大99購04,TW20Z0590964,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059097,世紀鋼元大99購05,TW20Z0590972,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059098,元油2X統一9B購03,TW20Z0590980,2020/03/16,上市,,RWBCCA
上市認購(售)權證,059099,元油2X統一9C購01,TW20Z0590998,2020/03/16,上市,,RWBCCA
上市認購(售)權證,059100,元油2X統一9C購02,TW20Z0591004,2020/03/16,上市,,RWBCCA
上市認購(售)權證,059101,康控統一9A購01,TW20Z0591012,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059102,聯鈞元富99購01,TW20Z0591020,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059103,旭富元富99購03,TW20Z0591038,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059104,臺股指元富99購05,TW20Z0591046,2020/03/16,上市,,RWICCE
上市認購(售)權證,059105,臺股指元富99購06,TW20Z0591053,2020/03/16,上市,,RWICCE
上市認購(售)權證,059106,臺股指元富99購07,TW20Z0591061,2020/03/16,上市,,RWICCE
上市認購(售)權證,059107,南茂國泰9A購01,TW20Z0591079,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059108,台灣50富邦9B購01,TW20Z0591087,2020/03/16,上市,,RWBCCA
上市認購(售)權證,059109,台積電富邦9C購03,TW20Z0591095,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059110,元油2X永豐99購02,TW20Z0591103,2020/03/16,上市,,RWBCCA
上市認購(售)權證,059111,元油2X永豐99購03,TW20Z0591111,2020/03/16,上市,,RWBCCA
上市認購(售)權證,059112,上銀永豐99購01,TW20Z0591129,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059113,群光永豐99購01,TW20Z0591137,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059114,華新科永豐99購05,TW20Z0591145,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059115,美食永豐99購01,TW20Z0591152,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059116,晶豪科永豐99購01,TW20Z0591160,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059117,禾伸堂永豐99購01,TW20Z0591178,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059118,晶技永豐9A購01,TW20Z0591186,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059119,華擎永豐99購02,TW20Z0591194,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059120,致伸永豐99購01,TW20Z0591202,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059121,瑞儀永豐99購01,TW20Z0591210,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059122,超眾永豐99購01,TW20Z0591228,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059123,訊芯永豐99購03,TW20Z0591236,2020/03/16,上市,,RWSCCA
上市認購(售)權證,059124,台積電第一03購01,TW20Z0591244,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059125,台積電第一03購02,TW20Z0591251,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059126,臺指反中信9B購01,TW20Z0591269,2020/03/17,上市,,RWBCCE
上市認購(售)權證,059127,國巨中信99購04,TW20Z0591277,2020/03/17,上市,,RWSCCE
上市認購(售)權證,059128,友達中信99購02,TW20Z0591285,2020/03/17,上市,,RWSCCE
上市認購(售)權證,059129,麗豐中信99購01,TW20Z0591293,2020/03/17,上市,,RWSCCE
上市認購(售)權證,059130,台灣50群益9B購05,TW20Z0591301,2020/03/17,上市,,RWBCCA
上市認購(售)權證,059131,國巨群益99購07,TW20Z0591319,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059132,臺股指群益99購07,TW20Z0591327,2020/03/17,上市,,RWICCE
上市認購(售)權證,059133,臺股指群益99購08,TW20Z0591335,2020/03/17,上市,,RWICCE
上市認購(售)權證,059134,臺股指群益99購09,TW20Z0591343,2020/03/17,上市,,RWICCE
上市認購(售)權證,059135,臺股指群益99購10,TW20Z0591350,2020/03/17,上市,,RWICCE
上市認購(售)權證,059136,臺股指群益99購11,TW20Z0591368,2020/03/17,上市,,RWICCE
上市認購(售)權證,059137,電子類群益99購01,TW20Z0591376,2020/03/17,上市,,RWICCE
上市認購(售)權證,059138,台積電兆豐99購04,TW20Z0591384,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059139,全新兆豐9A購01,TW20Z0591392,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059140,大立光兆豐9A購02,TW20Z0591400,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059141,臺股指兆豐99購01,TW20Z0591418,2020/03/17,上市,,RWICCE
上市認購(售)權證,059142,道瓊指國票9B購02,TW20Z0591426,2020/03/17,上市,,RWBCCA
上市認購(售)權證,059143,國巨國票9A購04,TW20Z0591434,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059144,嘉晶國票9A購02,TW20Z0591442,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059145,創意國票99購02,TW20Z0591459,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059146,貿聯國票9A購02,TW20Z0591467,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059147,矽創國票99購01,TW20Z0591475,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059148,百和國票9A購01,TW20Z0591483,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059149,臺股指國票99購12,TW20Z0591491,2020/03/17,上市,,RWICCE
上市認購(售)權證,059150,臺股指國票99購13,TW20Z0591509,2020/03/17,上市,,RWICCE
上市認購(售)權證,059151,臺股指國票99購14,TW20Z0591517,2020/03/17,上市,,RWICCE
上市認購(售)權證,059152,臺股指國票99購15,TW20Z0591525,2020/03/17,上市,,RWICCE
上市認購(售)權證,059153,臺股指國票99購16,TW20Z0591533,2020/03/17,上市,,RWICCE
上市認購(售)權證,059154,可成日盛99購02,TW20Z0591541,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059155,台表科日盛99購01,TW20Z0591558,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059156,台灣50凱基01購03,TW20Z0591566,2020/03/17,上市,,RWBCCA
上市認購(售)權證,059157,元石油凱基9C購01,TW20Z0591574,2020/03/17,上市,,RWBCCA
上市認購(售)權證,059158,S&P正2凱基99購01,TW20Z0591582,2020/03/17,上市,,RWBCCA
上市認購(售)權證,059159,上銀凱基99購05,TW20Z0591590,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059160,華通凱基99購03,TW20Z0591608,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059161,鴻海凱基9A購09,TW20Z0591616,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059162,國巨凱基99購12,TW20Z0591624,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059163,台積電凱基99購10,TW20Z0591632,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059164,旺宏凱基99購06,TW20Z0591640,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059165,南亞科凱基99購04,TW20Z0591657,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059166,友達凱基99購05,TW20Z0591665,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059167,聯發科凱基99購11,TW20Z0591673,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059168,奇力新凱基99購05,TW20Z0591681,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059169,可成凱基99購04,TW20Z0591699,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059170,康控凱基9B購01,TW20Z0591707,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059171,祥碩凱基99購04,TW20Z0591715,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059172,台郡凱基99購03,TW20Z0591723,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059173,矽力凱基99購01,TW20Z0591731,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059174,訊芯凱基99購01,TW20Z0591749,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059175,臺股指凱基99購26,TW20Z0591756,2020/03/17,上市,,RWICCE
上市認購(售)權證,059176,臺股指凱基99購27,TW20Z0591764,2020/03/17,上市,,RWICCE
上市認購(售)權證,059177,臺股指凱基99購28,TW20Z0591772,2020/03/17,上市,,RWICCE
上市認購(售)權證,059178,臺股指凱基99購30,TW20Z0591780,2020/03/17,上市,,RWICCE
上市認購(售)權證,059179,祥碩元富99購01,TW20Z0591798,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059180,祥碩元富9A購01,TW20Z0591806,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059181,世紀鋼元富9C購01,TW20Z0591814,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059182,台灣50台新9B購03,TW20Z0591822,2020/03/17,上市,,RWBCCE
上市認購(售)權證,059183,T50反1台新03購02,TW20Z0591830,2020/03/17,上市,,RWBCCE
上市認購(售)權證,059184,晶技台新99購01,TW20Z0591848,2020/03/17,上市,,RWSCCE
上市認購(售)權證,059185,臺股指台新99購12,TW20Z0591855,2020/03/17,上市,,RWICCE
上市認購(售)權證,059186,華通富邦9A購01,TW20Z0591863,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059187,國巨富邦9B購02,TW20Z0591871,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059188,京元電富邦9B購01,TW20Z0591889,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059189,國泰金富邦9B購01,TW20Z0591897,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059190,欣興富邦9A購01,TW20Z0591905,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059191,茂林富邦9B購01,TW20Z0591913,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059192,臺股指富邦9C購01,TW20Z0591921,2020/03/17,上市,,RWICCE
上市認購(售)權證,059193,台灣50永豐99購05,TW20Z0591939,2020/03/17,上市,,RWBCCA
上市認購(售)權證,059194,元金2X永豐99購01,TW20Z0591947,2020/03/17,上市,,RWBCCA
上市認購(售)權證,059195,國巨永豐99購04,TW20Z0591954,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059196,聯發科永豐99購02,TW20Z0591962,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059197,可成永豐99購02,TW20Z0591970,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059198,華新科永豐99購06,TW20Z0591988,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059199,欣興永豐99購02,TW20Z0591996,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059200,京鼎永豐99購02,TW20Z0592002,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059201,祥碩永豐99購02,TW20Z0592010,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059202,禾聯碩永豐99購01,TW20Z0592028,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059203,勤誠永豐99購02,TW20Z0592036,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059204,台灣50元大01購02,TW20Z0592044,2020/03/17,上市,,RWBCCA
上市認購(售)權證,059205,元石油元大99購01,TW20Z0592051,2020/03/17,上市,,RWBCCA
上市認購(售)權證,059206,元石油元大99購02,TW20Z0592069,2020/03/17,上市,,RWBCCA
上市認購(售)權證,059207,臺指反元大9C購02,TW20Z0592077,2020/03/17,上市,,RWBCCA
上市認購(售)權證,059208,SGBR2X元大99購02,TW20Z0592085,2020/03/17,上市,,RWBCCA
上市認購(售)權證,059209,華通元大99購08,TW20Z0592093,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059210,鴻海元大99購26,TW20Z0592101,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059211,鴻海元大99購27,TW20Z0592119,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059212,鴻海元大99購28,TW20Z0592127,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059213,國巨元大99購19,TW20Z0592135,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059214,國巨元大99購20,TW20Z0592143,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059215,台積電元大99購28,TW20Z0592150,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059216,台積電元大99購29,TW20Z0592168,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059217,台積電元大99購30,TW20Z0592176,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059218,台積電元大99購31,TW20Z0592184,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059219,旺宏元大99購12,TW20Z0592192,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059220,聯發科元大99購20,TW20Z0592200,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059221,聯發科元大99購21,TW20Z0592218,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059222,聯發科元大99購22,TW20Z0592226,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059223,大立光元大99購14,TW20Z0592234,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059224,大立光元大99購15,TW20Z0592242,2020/03/17,上市,,RWSCCA
上市認購(售)權證,059225,臺股指元大99購18,TW20Z0592259,2020/03/17,上市,,RWICCE
上市認購(售)權證,059226,臺股指元大99購19,TW20Z0592267,2020/03/17,上市,,RWICCE
上市認購(售)權證,059227,臺股指元大99購20,TW20Z0592275,2020/03/17,上市,,RWICCE
上市認購(售)權證,059228,臺股指元大99購21,TW20Z0592283,2020/03/17,上市,,RWICCE
上市認購(售)權證,059229,臺股指元大99購22,TW20Z0592291,2020/03/17,上市,,RWICCE
上市認購(售)權證,059230,滬深2X國票9B購02,TW20Z0592309,2020/03/18,上市,,RWBCCA
上市認購(售)權證,059231,華通國票9A購04,TW20Z0592317,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059232,台灣50凱基03購01,TW20Z0592325,2020/03/18,上市,,RWBCCA
上市認購(售)權證,059233,台灣50凱基9C購02,TW20Z0592333,2020/03/18,上市,,RWBCCA
上市認購(售)權證,059234,台灣50凱基9C購03,TW20Z0592341,2020/03/18,上市,,RWBCCA
上市認購(售)權證,059235,鴻海凱基99購08,TW20Z0592358,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059236,鴻海凱基99購09,TW20Z0592366,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059237,鴻海凱基9A購10,TW20Z0592374,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059238,台積電凱基99購11,TW20Z0592382,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059239,台積電凱基99購12,TW20Z0592390,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059240,台積電凱基9A購09,TW20Z0592408,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059241,旺宏凱基99購07,TW20Z0592416,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059242,南亞科凱基99購06,TW20Z0592424,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059243,聯發科凱基99購12,TW20Z0592432,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059244,聯發科凱基99購13,TW20Z0592440,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059245,聯發科凱基9A購03,TW20Z0592457,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059246,奇力新凱基9A購02,TW20Z0592465,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059247,可成凱基99購05,TW20Z0592473,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059248,華新科凱基99購04,TW20Z0592481,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059249,大立光凱基99購05,TW20Z0592499,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059250,大立光凱基99購06,TW20Z0592507,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059251,大立光凱基9A購04,TW20Z0592515,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059252,聯詠凱基99購03,TW20Z0592523,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059253,康控凱基9B購02,TW20Z0592531,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059254,台表科凱基9A購02,TW20Z0592549,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059255,臺股指凱基99購33,TW20Z0592556,2020/03/18,上市,,RWICCE
上市認購(售)權證,059256,臺股指凱基99購34,TW20Z0592564,2020/03/18,上市,,RWICCE
上市認購(售)權證,059257,臺股指凱基99購35,TW20Z0592572,2020/03/18,上市,,RWICCE
上市認購(售)權證,059258,台灣50群益99購01,TW20Z0592580,2020/03/18,上市,,RWBCCA
上市認購(售)權證,059259,FBVIX中信03購06,TW20Z0592598,2020/03/18,上市,,RWBCCE
上市認購(售)權證,059260,國巨中信99購05,TW20Z0592606,2020/03/18,上市,,RWSCCE
上市認購(售)權證,059261,華邦電中信01購01,TW20Z0592614,2020/03/18,上市,,RWSCCE
上市認購(售)權證,059262,致茂中信01購01,TW20Z0592622,2020/03/18,上市,,RWSCCE
上市認購(售)權證,059263,瑞昱中信01購01,TW20Z0592630,2020/03/18,上市,,RWSCCE
上市認購(售)權證,059264,台光電中信99購02,TW20Z0592648,2020/03/18,上市,,RWSCCE
上市認購(售)權證,059265,美律中信01購01,TW20Z0592655,2020/03/18,上市,,RWSCCE
上市認購(售)權證,059266,緯創中信01購01,TW20Z0592663,2020/03/18,上市,,RWSCCE
上市認購(售)權證,059267,群創中信01購02,TW20Z0592671,2020/03/18,上市,,RWSCCE
上市認購(售)權證,059268,鎧勝中信01購01,TW20Z0592689,2020/03/18,上市,,RWSCCE
上市認購(售)權證,059269,臺股指中信9B購03,TW20Z0592697,2020/03/18,上市,,RWICCE
上市認購(售)權證,059270,台灣50元大01購03,TW20Z0592705,2020/03/18,上市,,RWBCCA
上市認購(售)權證,059271,台灣50元大01購05,TW20Z0592713,2020/03/18,上市,,RWBCCA
上市認購(售)權證,059272,台灣50元大99購01,TW20Z0592721,2020/03/18,上市,,RWBCCA
上市認購(售)權證,059273,臺指反元大9C購03,TW20Z0592739,2020/03/18,上市,,RWBCCA
上市認購(售)權證,059274,國巨元大99購22,TW20Z0592747,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059275,可成元大99購05,TW20Z0592754,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059276,可成元大99購06,TW20Z0592762,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059277,群創元大99購05,TW20Z0592770,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059278,群創元大9A購04,TW20Z0592788,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059279,台灣50富邦9C購03,TW20Z0592796,2020/03/18,上市,,RWBCCA
上市認購(售)權證,059280,台灣50永豐99購06,TW20Z0592804,2020/03/18,上市,,RWBCCA
上市認購(售)權證,059281,創意永豐99購02,TW20Z0592812,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059282,嘉聯益永豐99購01,TW20Z0592820,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059283,康友永豐99購02,TW20Z0592838,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059284,緯穎永豐99購03,TW20Z0592846,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059285,台灣50元富01購02,TW20Z0592853,2020/03/18,上市,,RWBCCA
上市認購(售)權證,059286,S&P正2元富01購03,TW20Z0592861,2020/03/18,上市,,RWBCCA
上市認購(售)權證,059287,華通元富99購03,TW20Z0592879,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059288,旺宏元富99購03,TW20Z0592887,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059289,瑞昱元富99購01,TW20Z0592895,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059290,全新元富99購01,TW20Z0592903,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059291,華新科元富9B購01,TW20Z0592911,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059292,華新科元富9B購02,TW20Z0592929,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059293,宏達電元富9B購01,TW20Z0592937,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059294,宏達電元富9B購02,TW20Z0592945,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059295,大立光元富99購05,TW20Z0592952,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059296,大立光元富99購06,TW20Z0592960,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059297,大立光元富9C購01,TW20Z0592978,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059298,大立光元富9C購02,TW20Z0592986,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059299,欣興元富99購03,TW20Z0592994,2020/03/18,上市,,RWSCCA
上市認購(售)權證,059300,國巨群益99購08,TW20Z0593000,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059301,華新科群益99購04,TW20Z0593018,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059302,大立光群益99購08,TW20Z0593026,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059303,國巨兆豐99購04,TW20Z0593034,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059304,華新科兆豐99購06,TW20Z0593042,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059305,台灣50元大99購02,TW20Z0593059,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059306,台灣50元大99購03,TW20Z0593067,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059307,T50反1元大99購06,TW20Z0593075,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059308,T50反1元大99購07,TW20Z0593083,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059309,滬深2X元大99購02,TW20Z0593091,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059310,元石油元大99購03,TW20Z0593109,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059311,元石油元大99購04,TW20Z0593117,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059312,元石油元大99購05,TW20Z0593125,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059313,元石油元大99購06,TW20Z0593133,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059314,上銀元大99購03,TW20Z0593141,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059315,鴻海元大99購30,TW20Z0593158,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059316,國巨元大99購23,TW20Z0593166,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059317,台積電元大99購34,TW20Z0593174,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059318,旺宏元大99購13,TW20Z0593182,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059319,台光電元大99購04,TW20Z0593190,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059320,華新科元大99購15,TW20Z0593208,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059321,欣興元大99購07,TW20Z0593216,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059322,晶技元大99購06,TW20Z0593224,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059323,新日興元大99購02,TW20Z0593232,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059324,智易元大99購04,TW20Z0593240,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059325,超眾元大99購05,TW20Z0593257,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059326,康友元大99購01,TW20Z0593265,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059327,南茂元大99購01,TW20Z0593273,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059328,台灣50國票99購08,TW20Z0593281,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059329,台灣50國票99購09,TW20Z0593299,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059330,台灣50國票99購10,TW20Z0593307,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059331,台灣50國票9A購06,TW20Z0593315,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059332,台灣50國票9A購07,TW20Z0593323,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059333,滬深2X國票9A購03,TW20Z0593331,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059334,A50正2國票9A購02,TW20Z0593349,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059335,台灣50凱基03購02,TW20Z0593356,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059336,台灣50凱基9A購02,TW20Z0593364,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059337,台灣50凱基9C購05,TW20Z0593372,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059338,滬深2X凱基9C購02,TW20Z0593380,2020/03/19,上市,,RWBCCA
上市認購(售)權證,059339,上銀凱基99購06,TW20Z0593398,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059340,鴻海凱基9A購12,TW20Z0593406,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059341,台積電凱基99購15,TW20Z0593414,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059342,聯發科凱基9A購05,TW20Z0593422,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059343,宏達電凱基99購04,TW20Z0593430,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059344,長榮航凱基99購01,TW20Z0593448,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059345,禾伸堂凱基99購03,TW20Z0593455,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059346,新日興凱基99購03,TW20Z0593463,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059347,京鼎凱基99購02,TW20Z0593471,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059348,日月光凱基99購01,TW20Z0593489,2020/03/19,上市,,RWSCCA
上市認購(售)權證,059349,台郡凱基99購04,TW20Z0593497,2020/03/19,上市,,RWSCCA
